구분	영문약어	단어명	스키마등장수	비고
사전only	DESIGN	설계	0	스키마 미사용
사전only	DEV	개발	0	스키마 미사용
사전only	DFN	정의	0	스키마 미사용
사전only	DFRZ	저온냉각	0	스키마 미사용
사전only	DGR	전자화기록물	0	스키마 미사용
사전only	DGRE	정도	0	스키마 미사용
사전only	DGSTFN	만족도	0	스키마 미사용
사전only	DGTZ	디지털화	0	스키마 미사용
사전only	DISCON	취하	0	스키마 미사용
사전only	DLDTN	배달처	0	스키마 미사용
사전only	DLN	운전면허번호	0	스키마 미사용
사전only	DLNG	거래	0	스키마 미사용
사전only	DLQ	염료	0	스키마 미사용
사전only	DLTR	삭제자	0	스키마 미사용
사전only	DLVGDS	납품	0	스키마 미사용
사전only	DM	지름	0	스키마 미사용
사전only	DMLTN	철거	0	스키마 미사용
사전only	DMN	도메인	0	스키마 미사용
사전only	DMON	데몬	0	스키마 미사용
사전only	DN	식별명	0	스키마 미사용
사전only	DNTK	미반입	0	스키마 미사용
사전only	DONG	행정동	0	스키마 미사용
사전only	DP	도면용지	0	스키마 미사용
사전only	DPCN	중복	0	스키마 미사용
사전only	DPR	재난관리대비	0	스키마 미사용
사전only	DPRT	배치율	0	스키마 미사용
사전only	DPST	입금	0	스키마 미사용
사전only	DPSTR	예금주	0	스키마 미사용
사전only	DPTCH	디스패치	0	스키마 미사용
사전only	DPTCNY	출국	0	스키마 미사용
사전only	DPTRE	출발	0	스키마 미사용
사전only	DPUB	전자간행물	0	스키마 미사용
사전only	DR	의사	0	스키마 미사용
사전only	DRCS	전자기록생산시스템	0	스키마 미사용
사전only	DRCT	디렉토리	0	스키마 미사용
사전only	DRFT	기안	0	스키마 미사용
사전only	DRP	재난복구계획	0	스키마 미사용
사전only	DRS	재난복구시스템	0	스키마 미사용
사전only	DRV	드라이브	0	스키마 미사용
사전only	DSA	전자서명알고리즘	0	스키마 미사용
사전only	DSBD	대시보드	0	스키마 미사용
사전only	DSBLTY	장애	0	스키마 미사용
사전only	DSCL	적발	0	스키마 미사용
사전only	DSCNT	할인	0	스키마 미사용
사전only	DSCSN	상담	0	스키마 미사용
사전only	DSGNR	설계자	0	스키마 미사용
사전only	DSMN	재난관리	0	스키마 미사용
사전only	DSMSL	해임	0	스키마 미사용
사전only	DSPP	기술서	0	스키마 미사용
사전only	DSPR	폐기처리	0	스키마 미사용
사전only	DSPY	전시	0	스키마 미사용
사전only	DSS	질병	0	스키마 미사용
사전only	DSTR	재난	0	스키마 미사용
사전only	DSTRCT	지구	0	스키마 미사용
사전only	DTBN	교부	0	스키마 미사용
사전only	DTH	사망	0	스키마 미사용
사전only	DTN	열화	0	스키마 미사용
사전only	DTPC	전산	0	스키마 미사용
사전only	DTRN	삭제사유	0	스키마 미사용
사전only	DTTY	상세유형	0	스키마 미사용
사전only	DU	기술단위	0	스키마 미사용
사전only	DUDT	납기	0	스키마 미사용
사전only	DVD	DVD	0	스키마 미사용
사전only	DVLR	시행자	0	스키마 미사용
사전only	EARN	소득	0	스키마 미사용
사전only	EATOUT	외식	0	스키마 미사용
사전only	ECFRD	친환경	0	스키마 미사용
사전only	ECHLN	계급	0	스키마 미사용
사전only	EDNO	판차	0	스키마 미사용
사전only	EDNST	교육기관	0	스키마 미사용
사전only	EDTR	편집기	0	스키마 미사용
사전only	EDU	교육	0	스키마 미사용
사전only	EFFL	유출	0	스키마 미사용
사전only	ELPS	종사자	0	스키마 미사용
사전only	ELVTR	승강기	0	스키마 미사용
사전only	EMD	읍면동	0	스키마 미사용
사전only	EMLADR	이메일주소	0	스키마 미사용
사전only	EMP	직원	0	스키마 미사용
사전only	EMRG	긴급	0	스키마 미사용
사전only	EMUL	에뮬레이션	0	스키마 미사용
사전only	ENC	인코딩	0	스키마 미사용
사전only	ENCP	캡슐화	0	스키마 미사용
사전only	ENG	영문	0	스키마 미사용
사전only	ENGL	영어	0	스키마 미사용
사전only	ENLSTM	입대	0	스키마 미사용
사전only	ENT	기업	0	스키마 미사용
사전only	ENTCNY	입국	0	스키마 미사용
사전only	ENTRST	위촉	0	스키마 미사용
사전only	ENTRY	응모자	0	스키마 미사용
사전only	ENV	환경	0	스키마 미사용
사전only	ENVL	봉투	0	스키마 미사용
사전only	EPAYNO	전자납부번호	0	스키마 미사용
사전only	EPOS	구문서	0	스키마 미사용
사전only	EQTR	대등	0	스키마 미사용
사전only	ER	긴급구조	0	스키마 미사용
사전only	ERA	시대	0	스키마 미사용
사전only	ERAG	긴급구조기관	0	스키마 미사용
사전only	ERSA	긴급구조지원기관	0	스키마 미사용
사전only	ERSR	말소	0	스키마 미사용
사전only	ERTIM	전자기록기술정보관리	0	스키마 미사용
사전only	ESNTL	필수	0	스키마 미사용
사전only	ESTBL	개설	0	스키마 미사용
사전only	ESTG	합사	0	스키마 미사용
사전only	ETM	회차	0	스키마 미사용
사전only	EUSE	비상용	0	스키마 미사용
사전only	EVNT	행사	0	스키마 미사용
사전only	EX	예시	0	스키마 미사용
사전only	EXCH	교체	0	스키마 미사용
사전only	EXCN	실행	0	스키마 미사용
사전only	EXCPTN	특이	0	스키마 미사용
사전only	EXMN	조사	0	스키마 미사용
사전only	EXMNE	수험자	0	스키마 미사용
사전only	EXMNR	조사자	0	스키마 미사용
사전only	EXMPTN	면제	0	스키마 미사용
사전only	EXP	보내기	0	스키마 미사용
사전only	EXPND	지출	0	스키마 미사용
사전only	EXPP	검토서	0	스키마 미사용
사전only	EXPSR	노출	0	스키마 미사용
사전only	EXT	내선	0	스키마 미사용
사전only	EXTS	연장	0	스키마 미사용
사전only	EXTSH	소멸	0	스키마 미사용
사전only	EYCH	육안검수	0	스키마 미사용
사전only	FAM	가족	0	스키마 미사용
사전only	FART	용적률	0	스키마 미사용
사전only	FAX	FAX	0	스키마 미사용
사전only	FBCTN	제작	0	스키마 미사용
사전only	FBL	파일블록	0	스키마 미사용
사전only	FCAR	시설면적	0	스키마 미사용
사전only	FCLT	시설	0	스키마 미사용
사전only	FCTR	요소	0	스키마 미사용
사전only	FCVR	포맷변환	0	스키마 미사용
사전only	FDAD	검색도구	0	스키마 미사용
사전only	FEE	수수료	0	스키마 미사용
사전only	FENC	필름봉합처리	0	스키마 미사용
사전only	FFNLG	과태료	0	스키마 미사용
사전only	FGGG	외국어	0	스키마 미사용
사전only	FICH	피시	0	스키마 미사용
사전only	FLBS	만가	0	스키마 미사용
사전only	FLCTN	변동	0	스키마 미사용
사전only	FLD	분야	0	스키마 미사용
사전only	FLDR	폴더	0	스키마 미사용
사전only	FLEXT	파일확장자	0	스키마 미사용
사전only	FLMN	사후관리	0	스키마 미사용
사전only	FLN	편철	0	스키마 미사용
사전only	FLRPLN	도면	0	스키마 미사용
사전only	FLS_CLNO	기록물철분류번호	0	스키마 미사용
사전only	FMTMG	포맷관리	0	스키마 미사용
사전only	FNDN	설립	0	스키마 미사용
사전only	FNRN	외국명	0	스키마 미사용
사전only	FNSH	수료	0	스키마 미사용
사전only	FNST	금융기관	0	스키마 미사용
사전only	FOOD	식품	0	스키마 미사용
사전only	FORC	강제	0	스키마 미사용
사전only	FORUM	포럼	0	스키마 미사용
사전only	FOXING	폭싱	0	스키마 미사용
사전only	FRCS	가맹점	0	스키마 미사용
사전only	FREL	프랑스어	0	스키마 미사용
사전only	FRGN	외국	0	스키마 미사용
사전only	FRGNR	외국인	0	스키마 미사용
사전only	FRM	형식	0	스키마 미사용
사전only	FRNO	외국인등록번호	0	스키마 미사용
사전only	FTM	옛날	0	스키마 미사용
사전only	FUMI	훈증소독	0	스키마 미사용
사전only	FXNO	팩스번호	0	스키마 미사용
사전only	FXT	고착제	0	스키마 미사용
사전only	FYER	년간	0	스키마 미사용
사전only	FYR	회계연도	0	스키마 미사용
사전only	GARD	지기	0	스키마 미사용
사전only	GATE	출입문	0	스키마 미사용
사전only	GCC	GCC	0	스키마 미사용
사전only	GDNC	안내	0	스키마 미사용
사전only	GDS	상품	0	스키마 미사용
사전only	GERL	독일어	0	스키마 미사용
사전only	GFA	총면적	0	스키마 미사용
사전only	GIS	GIS	0	스키마 미사용
사전only	GIVE	지급	0	스키마 미사용
사전only	GLP	글리프	0	스키마 미사용
사전only	GLPL	유리원판	0	스키마 미사용
사전only	GNRL	종합	0	스키마 미사용
사전only	GPKI	행정전자서명	0	스키마 미사용
사전only	GRAMT	총금액	0	스키마 미사용
사전only	GRDTN	졸업	0	스키마 미사용
사전only	GRND	지상	0	스키마 미사용
사전only	GRNTE	보증	0	스키마 미사용
사전only	GRP	단체	0	스키마 미사용
사전only	GRPP	갱지	0	스키마 미사용
사전only	GTPL	수집처	0	스키마 미사용
사전only	GVBK	반환	0	스키마 미사용
사전only	GVGN	총독부	0	스키마 미사용
사전only	GVMNFC	관서	0	스키마 미사용
사전only	GVNR	총독	0	스키마 미사용
사전only	GVOF	공직자	0	스키마 미사용
사전only	HANJI	한지	0	스키마 미사용
사전only	HD	습도	0	스키마 미사용
사전only	HDMT	개최	0	스키마 미사용
사전only	HDOF	재직	0	스키마 미사용
사전only	HDOFC	본사	0	스키마 미사용
사전only	HDPL	소장처	0	스키마 미사용
사전only	HDR	헤더	0	스키마 미사용
사전only	HDTL	표목	0	스키마 미사용
사전only	HH	세대	0	스키마 미사용
사전only	HLDY	휴일	0	스키마 미사용
사전only	HLPDSK	문의처	0	스키마 미사용
사전only	HMID	가습처리	0	스키마 미사용
사전only	HMPG	누리집	0	스키마 미사용
사전only	HOME	자택	0	스키마 미사용
사전only	HRBR	항만	0	스키마 미사용
사전only	HSFN	해시함수	0	스키마 미사용
사전only	HSH	해시	0	스키마 미사용
사전only	HSHLDR	세대주	0	스키마 미사용
사전only	HSPTL	병원	0	스키마 미사용
사전only	HSTS	주최자	0	스키마 미사용
사전only	HTML	HTML	0	스키마 미사용
사전only	HYBF	혼합기록물철	0	스키마 미사용
사전only	HYMN	인	0	스키마 미사용
사전only	HYRO	가수분해	0	스키마 미사용
사전only	ICSN	포함	0	스키마 미사용
사전only	IDFR	확인자	0	스키마 미사용
사전only	IDNTF	식별	0	스키마 미사용
사전only	ILCK	연동	0	스키마 미사용
사전only	IMPT	중요	0	스키마 미사용
사전only	IMPTR	수입업체	0	스키마 미사용
사전only	INCDNT	사건	0	스키마 미사용
사전only	INCM	수입	0	스키마 미사용
사전only	INCTX	소득세	0	스키마 미사용
사전only	INDCT	표시	0	스키마 미사용
사전only	INDIV	개별	0	스키마 미사용
사전only	INDR	옥내	0	스키마 미사용
사전only	INET	인터넷	0	스키마 미사용
사전only	INFRM	고지	0	스키마 미사용
사전only	INIT	초기화	0	스키마 미사용
사전only	INJPSN	부상자	0	스키마 미사용
사전only	INK	잉크	0	스키마 미사용
사전only	INLD	기관장	0	스키마 미사용
사전only	INNB	고유번호	0	스키마 미사용
사전only	INOF	접수처	0	스키마 미사용
사전only	INSCTR	점검자	0	스키마 미사용
사전only	INSRNC	보험	0	스키마 미사용
사전only	INSTR	강사	0	스키마 미사용
사전only	INT	이자	0	스키마 미사용
사전only	INTG	정수	0	스키마 미사용
사전only	INTO	기관정보	0	스키마 미사용
사전only	IOUT	반출입	0	스키마 미사용
사전only	IPC	IPC	0	스키마 미사용
사전only	IS	국제표준	0	스키마 미사용
사전only	ISBN	ISBN	0	스키마 미사용
사전only	ISNO	호	0	스키마 미사용
사전only	ISO	ISO	0	스키마 미사용
사전only	ISRC	정보원	0	스키마 미사용
사전only	ISSN	ISSN	0	스키마 미사용
사전only	ISSPR	이슈페이퍼	0	스키마 미사용
사전only	ITEM	품목	0	스키마 미사용
사전only	ITRST	관심	0	스키마 미사용
사전only	JAPL	일본어	0	스키마 미사용
사전only	JBGP	직군	0	스키마 미사용
사전only	JBLN	직렬	0	스키마 미사용
사전only	JBTTL	직책	0	스키마 미사용
사전only	JGMT	판정	0	스키마 미사용
사전only	JGT	판단	0	스키마 미사용
사전only	JNCMP	입사	0	스키마 미사용
사전only	JOIN	가입	0	스키마 미사용
사전only	KBRDR	입력자	0	스키마 미사용
사전only	KDC	KDC	0	스키마 미사용
사전only	KIS	한국산업표준	0	스키마 미사용
사전only	KOR	한국	0	스키마 미사용
사전only	KORN	한글	0	스키마 미사용
사전only	KP	유지	0	스키마 미사용
사전only	KSGT	조기호표	0	스키마 미사용
사전only	KSIC	한국표준산업분류	0	스키마 미사용
사전only	KWRD	키워드	0	스키마 미사용
사전only	LAND	토지	0	스키마 미사용
사전only	LANE	차로	0	스키마 미사용
사전only	LAPI	장기검증통합연계API	0	스키마 미사용
사전only	LAT	위도	0	스키마 미사용
사전only	LAW	법	0	스키마 미사용
사전only	LBRCO	인건비	0	스키마 미사용
사전only	LCLSF	대분류	0	스키마 미사용
사전only	LCNS	면허	0	스키마 미사용
사전only	LCPMT	인허가	0	스키마 미사용
사전only	LCST	리프캐스팅	0	스키마 미사용
사전only	LCTN	소재지	0	스키마 미사용
사전only	LDAP	LDAP	0	스키마 미사용
사전only	LDAR	토지면적	0	스키마 미사용
사전only	LDCG	지목	0	스키마 미사용
사전only	LEVY	부과	0	스키마 미사용
사전only	LGL	법적	0	스키마 미사용
사전only	LGLZTN	양성화	0	스키마 미사용
사전only	LGT	로그아웃	0	스키마 미사용
사전only	LI	리	0	스키마 미사용
사전only	LNDRG	토지대장	0	스키마 미사용
사전only	LNTR	장기	0	스키마 미사용
사전only	LN_NO	행번호	0	스키마 미사용
사전only	LOAN	대출	0	스키마 미사용
사전only	LOCK	잠금	0	스키마 미사용
사전only	LOD	기술계층	0	스키마 미사용
사전only	LOSS	손망실	0	스키마 미사용
사전only	LOT	경도	0	스키마 미사용
사전only	LOTNO	지번	0	스키마 미사용
사전only	LOUT	소등	0	스키마 미사용
사전only	LQ	대량	0	스키마 미사용
사전only	LSTN	청취	0	스키마 미사용
사전only	LT	길이	0	스키마 미사용
사전only	LTP	장기보존	0	스키마 미사용
사전only	LTPF	장기보존포맷	0	스키마 미사용
사전only	LTRT	문헌	0	스키마 미사용
사전only	LTVD	장기검증데이터	0	스키마 미사용
사전only	LTVM	장기검증관리체계	0	스키마 미사용
사전only	LTWK	저작물	0	스키마 미사용
사전only	LUX	룩스	0	스키마 미사용
사전only	LWTRK	최하위	0	스키마 미사용
사전only	LYR	계층	0	스키마 미사용
사전only	LYWR	작사자	0	스키마 미사용
사전only	MAC	MAC	0	스키마 미사용
사전only	MANX	주부속	0	스키마 미사용
사전only	MAPSHT	도엽	0	스키마 미사용
사전only	MBL	휴대	0	스키마 미사용
사전only	MBLD	주건축물	0	스키마 미사용
사전only	MBPH	핸드폰	0	스키마 미사용
사전only	MBR	회원	0	스키마 미사용
사전only	MCLSF	중분류	0	스키마 미사용
사전only	MCNCL	기계식	0	스키마 미사용
사전only	MCPBND	지방채	0	스키마 미사용
사전only	MDL	모델	0	스키마 미사용
사전only	MDLCR	의료	0	스키마 미사용
사전only	MDLE	모듈	0	스키마 미사용
사전only	MFTR	다중파일전송	0	스키마 미사용
사전only	MGM	미농지	0	스키마 미사용
사전only	MI	메시지무결성	0	스키마 미사용
사전only	MJR	전공	0	스키마 미사용
사전only	MMD	자기매체	0	스키마 미사용
사전only	MMR	기록관리메타데이터	0	스키마 미사용
사전only	MMS	자기매체서고	0	스키마 미사용
사전only	MNFCTR	제작사	0	스키마 미사용
사전only	MNFTR	제조	0	스키마 미사용
사전only	MNM	연명	0	스키마 미사용
사전only	MNNG	의미	0	스키마 미사용
사전only	MNO	본번	0	스키마 미사용
사전only	MNT	분	0	스키마 미사용
사전only	MNTSMG	회의록관리	0	스키마 미사용
사전only	MOCA	촬영기	0	스키마 미사용
사전only	MODE	모드	0	스키마 미사용
사전only	MPP	본관	0	스키마 미사용
사전only	MR	메모보고	0	스키마 미사용
사전only	MRD	매염	0	스키마 미사용
사전only	MRG	결혼	0	스키마 미사용
사전only	MRGN	여유	0	스키마 미사용
사전only	MSBK	잡서	0	스키마 미사용
사전only	MSH	이동식서가	0	스키마 미사용
사전only	MSRMT	측정	0	스키마 미사용
사전only	MSRSTN	측정소	0	스키마 미사용
사전only	MSTR	다중세션전송	0	스키마 미사용
사전only	MTCG	입산	0	스키마 미사용
사전only	MTCLTN	입학	0	스키마 미사용
사전only	MTN	산	0	스키마 미사용
사전only	MTNABN	존폐	0	스키마 미사용
사전only	MTRY	만기	0	스키마 미사용
사전only	MVIN	전입	0	스키마 미사용
사전only	MVMN	이동	0	스키마 미사용
사전only	MWP	기계목재펄프	0	스키마 미사용
사전only	NCSS	필요성	0	스키마 미사용
사전only	NF	네거티브필름	0	스키마 미사용
사전only	NGTV	음화	0	스키마 미사용
사전only	NHIS	역사	0	스키마 미사용
사전only	NKE	육안	0	스키마 미사용
사전only	NML	정상	0	스키마 미사용
사전only	NMRS	매수	0	스키마 미사용
사전only	NMSP	네임스페이스	0	스키마 미사용
사전only	NOCP	부수	0	스키마 미사용
사전only	NOCS	건수	0	스키마 미사용
사전only	NODE	교점	0	스키마 미사용
사전only	NOPE	인원수	0	스키마 미사용
사전only	NOPG	면수	0	스키마 미사용
사전only	NOSL	지질	0	스키마 미사용
사전only	NPAG	새창	0	스키마 미사용
사전only	NPMNT	체납	0	스키마 미사용
사전only	NREF	인용표준	0	스키마 미사용
사전only	NRLN	니어라인	0	스키마 미사용
사전only	NSCVRG	보도	0	스키마 미사용
사전only	NSF	불만족	0	스키마 미사용
사전only	NTNLTY	국적	0	스키마 미사용
사전only	NTSL	판매	0	스키마 미사용
사전only	NTWK	네트워크	0	스키마 미사용
사전only	NWD	신구	0	스키마 미사용
사전only	OAK	소장	0	스키마 미사용
사전only	OALP	공시지가	0	스키마 미사용
사전only	OATH	원저자	0	스키마 미사용
사전only	OBJC	이의	0	스키마 미사용
사전only	OBSRVN	관측	0	스키마 미사용
사전only	OBSVTR	관측소	0	스키마 미사용
사전only	OCPT	직종	0	스키마 미사용
사전only	OCRN	발생	0	스키마 미사용
사전only	ODN	보통	0	스키마 미사용
사전only	OFAT	직권	0	스키마 미사용
사전only	OFC	사무실	0	스키마 미사용
사전only	OFLN	오프라인	0	스키마 미사용
사전only	OGBK	원서	0	스키마 미사용
사전only	OLDT	강목	0	스키마 미사용
사전only	OMS	생략	0	스키마 미사용
사전only	OMST	광매체서고	0	스키마 미사용
사전only	ONSL	자체	0	스키마 미사용
사전only	OPBIZ	개업	0	스키마 미사용
사전only	OPIN	의견조회	0	스키마 미사용
사전only	OPMD	광매체	0	스키마 미사용
사전only	OPNG	개통	0	스키마 미사용
사전only	OPNS	오픈소스	0	스키마 미사용
사전only	OPTN	옵션	0	스키마 미사용
사전only	ORDR	주문	0	스키마 미사용
사전only	ORGN	기원	0	스키마 미사용
사전only	ORGNFL	원파일	0	스키마 미사용
사전only	ORST	구술	0	스키마 미사용
사전only	OTDR	옥외	0	스키마 미사용
사전only	OTPT	출력	0	스키마 미사용
사전only	OTPW	OTP	0	스키마 미사용
사전only	OUTL	개요	0	스키마 미사용
사전only	OVPMNT	과오납금	0	스키마 미사용
사전only	OVRS	누락	0	스키마 미사용
사전only	OVSS	해외	0	스키마 미사용
사전only	OWNR	소유자	0	스키마 미사용
사전only	OWNSHP	소유권	0	스키마 미사용
사전only	OXI	산화	0	스키마 미사용
사전only	OZIP	구우편번호	0	스키마 미사용
사전only	PAGN	공공기관	0	스키마 미사용
사전only	PAMT	가액	0	스키마 미사용
사전only	PARK	공원	0	스키마 미사용
사전only	PARS	파싱	0	스키마 미사용
사전only	PASS	합격	0	스키마 미사용
사전only	PAY	납부	0	스키마 미사용
사전only	PBLNT	공시	0	스키마 미사용
사전only	PBLR	게시자	0	스키마 미사용
사전only	PBRGAR	공부면적	0	스키마 미사용
사전only	PBSV	공무원	0	스키마 미사용
사전only	PC	PC	0	스키마 미사용
사전only	PCAA	정책분야	0	스키마 미사용
사전only	PCPP	처리서	0	스키마 미사용
사전only	PCRT	처리율	0	스키마 미사용
사전only	PDART	게시글	0	스키마 미사용
사전only	PDBR	기록물폐기심의서	0	스키마 미사용
사전only	PDBS_LIST	생산기본목록	0	스키마 미사용
사전only	PDLRYLIST	생산배부대장	0	스키마 미사용
사전only	PDPBRC	생산기록물현황	0	스키마 미사용
사전only	PDSTMNG	생산현황관리	0	스키마 미사용
사전only	PDSTTC	생산현황통계	0	스키마 미사용
사전only	PDST_FOSE	생산현황서식구분	0	스키마 미사용
사전only	PF	포지티브필름	0	스키마 미사용
사전only	PHOTO	사진	0	스키마 미사용
사전only	PHPP	인화지	0	스키마 미사용
사전only	PHYS	물리	0	스키마 미사용
사전only	PICE	점	0	스키마 미사용
사전only	PJTCO	사업비	0	스키마 미사용
사전only	PKG	일괄	0	스키마 미사용
사전only	PKGWK	일괄작업	0	스키마 미사용
사전only	PKI	PKI	0	스키마 미사용
사전only	PLF	폴리에스테르필름	0	스키마 미사용
사전only	PLOR	원산지	0	스키마 미사용
사전only	PLRM	정책영역	0	스키마 미사용
사전only	PLTF	플랫폼	0	스키마 미사용
사전only	PNO	여권번호	0	스키마 미사용
사전only	PNTM	시점	0	스키마 미사용
사전only	POPUP	팝업	0	스키마 미사용
사전only	POWK	근무지	0	스키마 미사용
사전only	PPLTN	인구	0	스키마 미사용
사전only	PPRC	종이기록물	0	스키마 미사용
사전only	PRCHS	구매	0	스키마 미사용
사전only	PRCP	관계자	0	스키마 미사용
사전only	PRCT	응용	0	스키마 미사용
사전only	PRDM	본적지	0	스키마 미사용
사전only	PREP	예비	0	스키마 미사용
사전only	PRGRM	프로그램	0	스키마 미사용
사전only	PRGT	가등록	0	스키마 미사용
사전only	PRIDTF	개인식별	0	스키마 미사용
사전only	PRMD	보존매체	0	스키마 미사용
사전only	PRMSN	허가	0	스키마 미사용
사전only	PROC	프로세스	0	스키마 미사용
사전only	PROD	생산시	0	스키마 미사용
사전only	PRPR	처리기간	0	스키마 미사용
사전only	PRPSL	발의	0	스키마 미사용
사전only	PRRT	우선순위	0	스키마 미사용
사전only	PRSD	대통령	0	스키마 미사용
사전only	PRSNTN	발표	0	스키마 미사용
사전only	PRSS	출판	0	스키마 미사용
사전only	PRST	증정	0	스키마 미사용
사전only	PRTCR	보호자	0	스키마 미사용
사전only	PRTPNT	참여자	0	스키마 미사용
사전only	PRUS	전용	0	스키마 미사용
사전only	PRVC	개인정보	0	스키마 미사용
사전only	PRVN	방지	0	스키마 미사용
사전only	PRZ	시상	0	스키마 미사용
사전only	PSN	소유	0	스키마 미사용
사전only	PSNGR	승용	0	스키마 미사용
사전only	PST	게시물	0	스키마 미사용
사전only	PSTP	연기	0	스키마 미사용
사전only	PSTV	양화	0	스키마 미사용
사전only	PTCR	특정	0	스키마 미사용
사전only	PTDS	토론자	0	스키마 미사용
사전only	PWDBS	장애인	0	스키마 미사용
사전only	PYR	입금자	0	스키마 미사용
사전only	QITEM	문항	0	스키마 미사용
사전only	QLFC	자격	0	스키마 미사용
사전only	QSTN	질문	0	스키마 미사용
사전only	RA	기록물관리기관	0	스키마 미사용
사전only	RAFOS	1회섭취참고량	0	스키마 미사용
사전only	RANK	순위	0	스키마 미사용
사전only	RBPRSN	책임자	0	스키마 미사용
사전only	RCAR	보존소	0	스키마 미사용
사전only	RCDR	기록자	0	스키마 미사용
사전only	RCGN	검정	0	스키마 미사용
사전only	RCL	기록물컬렉션	0	스키마 미사용
사전only	RCMDTN	추천	0	스키마 미사용
사전only	RCMLND	매립지	0	스키마 미사용
사전only	RCMM	상신	0	스키마 미사용
사전only	RCOV	재난관리복구	0	스키마 미사용
사전only	RCPN	수납자	0	스키마 미사용
사전only	RCVMT	수납	0	스키마 미사용
사전only	RCVN	재변환	0	스키마 미사용
사전only	RDCPCT	승차정원	0	스키마 미사용
사전only	RDEX	감면	0	스키마 미사용
사전only	RDM	환수	0	스키마 미사용
사전only	RDRM	열람실	0	스키마 미사용
사전only	RDTN	축소	0	스키마 미사용
사전only	REC	녹음	0	스키마 미사용
사전only	REFS	전거	0	스키마 미사용
사전only	REPR	수선	0	스키마 미사용
사전only	REPTN	반복	0	스키마 미사용
사전only	RES	해상도	0	스키마 미사용
사전only	RETR	재전송	0	스키마 미사용
사전only	REVS	가역성	0	스키마 미사용
사전only	RFID	RFID	0	스키마 미사용
사전only	RFND	환불	0	스키마 미사용
사전only	RG	등기	0	스키마 미사용
사전only	RGRM	등록실	0	스키마 미사용
사전only	RGRP	기록물군	0	스키마 미사용
사전only	RHM	상대습도	0	스키마 미사용
사전only	RINSP	재검사	0	스키마 미사용
사전only	RLGN	종교	0	스키마 미사용
사전only	RLMA	분야A	0	스키마 미사용
사전only	RLMB	분야B	0	스키마 미사용
사전only	RLVT	해당	0	스키마 미사용
사전only	RLX	이완	0	스키마 미사용
사전only	RMBR	환급	0	스키마 미사용
사전only	RMGBAS	기록관리기준	0	스키마 미사용
사전only	RMGR	기록관리자	0	스키마 미사용
사전only	RMS	기록관리표준	0	스키마 미사용
사전only	RNO	단번호	0	스키마 미사용
사전only	ROAD	도로	0	스키마 미사용
사전only	ROLE	역할	0	스키마 미사용
사전only	ROLL	롤	0	스키마 미사용
사전only	ROOF	지붕	0	스키마 미사용
사전only	ROW	행	0	스키마 미사용
사전only	RPMT	상환	0	스키마 미사용
사전only	RPOS	재배치	0	스키마 미사용
사전only	RPR	수리	0	스키마 미사용
사전only	RPRM	복제실	0	스키마 미사용
사전only	RPRSV	대표자	0	스키마 미사용
사전only	RPTP	보고서	0	스키마 미사용
사전only	RQDC	의뢰서	0	스키마 미사용
사전only	RQST	의뢰	0	스키마 미사용
사전only	RSCH	연구	0	스키마 미사용
사전only	RSCHDR	연구책임자	0	스키마 미사용
사전only	RSCHPTC	연구참여자	0	스키마 미사용
사전only	RSCHR	연구자	0	스키마 미사용
사전only	RSDTX	주민세	0	스키마 미사용
사전only	RSGNTN	퇴사	0	스키마 미사용
사전only	RSK	위험	0	스키마 미사용
사전only	RSKA	위험분석	0	스키마 미사용
사전only	RSKAS	위험평가	0	스키마 미사용
사전only	RSKM	위험관리	0	스키마 미사용
사전only	RSLTN	결의	0	스키마 미사용
사전only	RSPDNT	응답자	0	스키마 미사용
사전only	RSR	기록물계열	0	스키마 미사용
사전only	RSRC	자원	0	스키마 미사용
사전only	RSRM	자료실	0	스키마 미사용
사전only	RSVT	예약	0	스키마 미사용
사전only	RTE	노선	0	스키마 미사용
사전only	RTL	유통	0	스키마 미사용
사전only	RTMT	퇴임	0	스키마 미사용
사전only	RTPYR	납부자	0	스키마 미사용
사전only	RTRCN	취소	0	스키마 미사용
사전only	RTRM	퇴직	0	스키마 미사용
사전only	RVR	하천	0	스키마 미사용
사전only	RVSN	개정	0	스키마 미사용
사전only	RVVL	재생	0	스키마 미사용
사전only	RVWR	검토자	0	스키마 미사용
사전only	SAREA	권역	0	스키마 미사용
사전only	SBJCT	과목	0	스키마 미사용
사전only	SBMS	상정	0	스키마 미사용
사전only	SBMSN	제출	0	스키마 미사용
사전only	SBSN	중권역	0	스키마 미사용
사전only	SBTTL	부제목	0	스키마 미사용
사전only	SCHD	스케줄	0	스키마 미사용
사전only	SCHL	학교	0	스키마 미사용
사전only	SCHR	스케줄링	0	스키마 미사용
사전only	SCKBD	병상	0	스키마 미사용
사전only	SCLE	규모	0	스키마 미사용
사전only	SCLSF	소분류	0	스키마 미사용
사전only	SCM	스키마	0	스키마 미사용
사전only	SCR	점수	0	스키마 미사용
사전only	SCRM	스캐닝실	0	스키마 미사용
사전only	SCRT	증권	0	스키마 미사용
사전only	SCSBD	낙찰	0	스키마 미사용
사전only	SCSBJT	학과	0	스키마 미사용
사전only	SDIS	규격검사	0	스키마 미사용
사전only	SED	SEED	0	스키마 미사용
사전only	SEMINR	세미나	0	스키마 미사용
사전only	SERS	계열	0	스키마 미사용
사전only	SFMN	자체관리	0	스키마 미사용
사전only	SFPRPL	자주식	0	스키마 미사용
