구분	RAMP영문약어	RAMP단어명	MOIS영문약어	MOIS단어명	조치
완전일치	CHCK	점검	CHCK	점검	유지
완전일치	CHCKR	검수자	CHCKR	검수자	유지
완전일치	CHG	변경	CHG	변경	유지
완전일치	CHNRG	변경자	CHNRG	변경자	유지
완전일치	CHRC	특성	CHRC	특성	유지
완전일치	CLCLN	정산	CLCLN	정산	유지
완전일치	CLCT	수집	CLCT	수집	유지
완전일치	CLM	청구	CLM	청구	유지
완전일치	CLN	청소	CLN	청소	유지
완전일치	CLNT	클라이언트	CLNT	클라이언트	유지
완전일치	CLR	접수자	CLR	접수자	유지
완전일치	CLS	종목	CLS	종목	유지
완전일치	CLSBIZ	폐업	CLSBIZ	폐업	유지
완전일치	CLSF	분류	CLSF	분류	유지
완전일치	CLSG	폐쇄	CLSG	폐쇄	유지
완전일치	CLTPTY	문화재	CLTPTY	문화재	유지
완전일치	CMAR	공용면적	CMAR	공용면적	유지
완전일치	CMCN	준공	CMCN	준공	유지
완전일치	CMDTY	물품	CMDTY	물품	유지
완전일치	CMNT	댓글	CMNT	댓글	유지
완전일치	CMPTN	완료	CMPTN	완료	유지
완전일치	CMPTNC	관할	CMPTNC	관할	유지
완전일치	CMPTTN	산정	CMPTTN	산정	유지
완전일치	CMS	CMS	CMS	CMS	유지
완전일치	CN	내용	CN	내용	유지
완전일치	CNBD	집합건물	CNBD	집합건물	유지
완전일치	CNCLTN	해지	CNCLTN	해지	유지
완전일치	CND	조건	CND	조건	유지
완전일치	CNPT	거래처	CNPT	거래처	유지
완전일치	CNSLTN	협의	CNSLTN	협의	유지
완전일치	CNT	수	CNT	수	유지
완전일치	CNTN	접속	CNTN	접속	유지
완전일치	CNTOM	대수	CNTOM	대수	유지
완전일치	CNTR	센터	CNTR	센터	유지
완전일치	CNTRL	통제	CNTRL	통제	유지
완전일치	CO	회사	CO	회사	유지
완전일치	COL	컬럼	COL	컬럼	유지
완전일치	CONM	상호	CONM	상호	유지
완전일치	CONTS	콘텐츠	CONTS	콘텐츠	유지
완전일치	CORE	핵심	CORE	핵심	유지
완전일치	CORP	법인	CORP	법인	유지
완전일치	CPCT	용량	CPCT	용량	유지
완전일치	CPTL	자본금	CPTL	자본금	유지
완전일치	CR	직업	CR	직업	유지
완전일치	CRCD	신용카드	CRCD	신용카드	유지
완전일치	CRCLM	교육과정	CRCLM	교육과정	유지
완전일치	CRCM	경위	CRCM	경위	유지
완전일치	CRDN	단속	CRDN	단속	유지
완전일치	CRDTR	채권자	CRDTR	채권자	유지
완전일치	CREATR	생성자	CREATR	생성자	유지
완전일치	CRLTN	배포	CRLTN	배포	유지
완전일치	CRNO	법인등록번호	CRNO	법인등록번호	유지
완전일치	CRS	과정	CRS	과정	유지
완전일치	CRT	생성	CRT	생성	유지
완전일치	CRTFCT	자격증	CRTFCT	자격증	유지
완전일치	CRTR	기준	CRTR	기준	유지
완전일치	CRYN	반입	CRYN	반입	유지
완전일치	CSTRN	공사	CSTRN	공사	유지
완전일치	CT	법원	CT	법원	유지
완전일치	CTGRY	범주	CTGRY	범주	유지
완전일치	CTPV	시도	CTPV	시도	유지
완전일치	CTRT	계약	CTRT	계약	유지
완전일치	CTY	도시	CTY	도시	유지
완전일치	CUST	고객	CUST	고객	유지
완전일치	CVLCPT	민원	CVLCPT	민원	유지
완전일치	CVLPR	민원인	CVLPR	민원인	유지
완전일치	CYCL	차수	CYCL	차수	유지
완전일치	DADDR	상세주소	DADDR	상세주소	유지
완전일치	DATA	자료	DATA	자료	유지
완전일치	DAY	일	DAY	일	유지
완전일치	DBTR	채무자	DBTR	채무자	유지
완전일치	DCL	신고자	DCL	신고자	유지
완전일치	DCLR	신고	DCLR	신고	유지
완전일치	DCLSF	세분류	DCLSF	세분류	유지
완전일치	DCMNT	서류	DCMNT	서류	유지
완전일치	DCSD	사망자	DCSD	사망자	유지
완전일치	DCSN	결정	DCSN	결정	유지
