size	x	y	font	text
1.2	867	328	Gulim	최초등록일시
1.2	889	328	Gulim	최초등록자
1.2	912	328	Gulim	비고
1.2	244	328	Gulim	인수결과통보방법
1.2	841	329	Gulim	업무명
1.2	867	329	Gulim	최종수정자
1.2	889	329	Gulim	최초등록일자
1.2	912	329	Gulim	최초등록자
1.2	244	330	Gulim	원문보관상태구분
1.2	841	330	Gulim	비공개부분공개원문접근유무
1.2	696	330	Gulim	기본목록
1.2	867	331	Gulim	최종수정일시
1.2	889	331	Gulim	최종수정자
1.2	912	331	Gulim	최초등록일시
1.2	244	331	Gulim	기계검수실시상태
1.2	841	331	Gulim	사용자
1.2	889	332	Gulim	최종수정일자
1.2	912	332	Gulim	최종수정자
1.2	841	332	Gulim	열람실열람인사용구분
1.2	324	333	Gulim	이력테이블
1.2	912	333	Gulim	최종수정일시
1.2	841	334	Gulim	용역사업작업자권한코드
1.2	322	336	Gulim	이력일련번호
1.2	322	338	Gulim	첨부파일일련번호
1.2	322	339	Gulim	기록몰구분
1.2	322	340	Gulim	재변환구분
1.2	713	341	Gulim	기본목록
1.2	864	341	Gulim	사용자
1.2	391	342	Gulim	기본목록
1.2	322	342	Gulim	기본목록
1.2	864	343	Gulim	접근권한코드
1.2	322	343	Gulim	세부목록
1.2	427	344	Gulim	기본목록
1.2	864	344	Gulim	비고
1.2	322	344	Gulim	이전파일크기
1.2	427	345	Gulim	정수점검일자
1.2	864	345	Gulim	작업종류
1.2	322	345	Gulim	이후파일크기
1.2	864	346	Gulim	작업자
1.2	322	347	Gulim	스토리지구분
1.2	864	348	Gulim	작업일자
1.2	322	348	Gulim	파일위치
1.2	864	349	Gulim	최초등록자
1.2	322	349	Gulim	변환자
1.2	864	350	Gulim	최초등록일시
1.2	322	350	Gulim	변환일자
1.2	864	352	Gulim	최종수정자
1.2	322	352	Gulim	변환전
1.2	328	352	Gulim	파일명
1.2	864	353	Gulim	최종수정일시
1.2	322	353	Gulim	변환후
1.2	328	353	Gulim	파일명
1.2	322	354	Gulim	이전아카이브키
1.2	322	355	Gulim	이후아카이브키
1.2	927	373	Gulim	단위업무코드
1.2	927	375	Gulim	기능분류코드소분류
1.2	945	376	Gulim	기관코드
1.2	927	378	Gulim	처리과기관코드
1.2	945	378	Gulim	기관명칭
1.2	945	379	Gulim	최하위명칭
1.2	945	381	Gulim	차상위기관코드
1.2	945	382	Gulim	차수
1.2	927	383	Gulim	기관공통그룹구분
1.2	927	391	Gulim	보존기간종합판단구분
1.2	975	398	Gulim	확인자
1.2	511	400	Gulim	기본목록
1.2	539	400	Gulim	기본목록
1.2	454	401	Gulim	기본목록
1.2	202	402	Gulim	태그
1.2	297	402	Gulim	기본목록
1.2	402	402	Gulim	기본목록
1.2	454	402	Gulim	의견작성자
1.2	202	404	Gulim	태그
1.2	207	404	Gulim	발급기관
1.2	267	404	Gulim	보존시설
1.2	202	405	Gulim	태그
1.2	207	405	Gulim	발급자
1.2	267	405	Gulim	보존매체관리번호
1.2	612	406	Gulim	기본목록
1.2	648	406	Gulim	기본목록
1.2	241	406	Gulim	필름
1.2	244	406	Gulim	롤
1.2	246	406	Gulim	번호
1.2	202	406	Gulim	태그
1.2	207	406	Gulim	발행자
1.2	267	407	Gulim	서고일련번호
1.2	648	407	Gulim	세부목록
1.2	202	408	Gulim	태그
1.2	207	408	Gulim	버전
1.2	267	408	Gulim	서가일련번호
1.2	297	408	Gulim	재배치여부
1.2	202	409	Gulim	태그
1.2	207	409	Gulim	일련번호
1.2	267	409	Gulim	셀일련번호
1.2	927	411	Gulim	게시일자
1.2	402	411	Gulim	매체수록의견
1.2	202	411	Gulim	태그발행유형
1.2	297	413	Gulim	최종수정일시
1.2	138	413	Gulim	검색용용어
1.2	113	414	Gulim	관계용어
1.2	202	414	Gulim	기본목록
1.2	202	415	Gulim	통합기관코드
1.2	138	416	Gulim	관계지시기호
1.2	202	416	Gulim	롤일련번호
1.2	204	418	Gulim	관리번호
1.2	448	420	Gulim	기본목록
1.2	707	421	Gulim	첨부파일
1.2	558	421	Gulim	기본목록
1.2	402	422	Gulim	최종수정자
1.2	558	422	Gulim	세부목록
1.2	387	422	Gulim	매체수록의견
1.2	402	423	Gulim	최종수정일시
1.2	284	424	Gulim	기본목록
1.2	533	424	Gulim	스케줄링구분
1.2	181	425	Gulim	태그
1.2	181	426	Gulim	발행순번
1.2	138	427	Gulim	상태
1.2	403	430	Gulim	기본목록
1.2	181	430	Gulim	발행일시
1.2	533	430	Gulim	재분류유형
1.2	284	431	Gulim	최초등록일시
1.2	202	433	Gulim	매체일련번호
1.2	284	434	Gulim	최종수정일시
1.2	138	436	Gulim	카테고리
1.2	533	439	Gulim	최초등록일시
1.2	940	445	Gulim	세부유형코드
1.2	940	449	Gulim	현존기관코드
1.2	940	450	Gulim	통합기관코드
1.2	448	463	Gulim	기본목록
1.2	448	464	Gulim	세부목록
1.2	847	473	Gulim	연계종류
1.2	852	473	Gulim	코드
1.2	847	474	Gulim	기본목록
1.2	847	475	Gulim	세부목록
1.2	421	475	Gulim	기본목록
1.2	421	477	Gulim	세부목록
1.2	487	483	Gulim	기본목록
1.2	512	484	Gulim	기본목록
1.2	114	484	Gulim	신청상태
1.2	487	484	Gulim	세부목록
1.2	512	485	Gulim	세부목록
1.2	469	485	Gulim	기본목록
1.2	512	486	Gulim	이미지등록
1.2	512	490	Gulim	이미지이상여부
1.2	512	496	Gulim	최초등록일시
1.2	516	500	Gulim	아카이브키
1.2	182	517	Gulim	고정형리더기
1.2	182	519	Gulim	이동일시
1.2	655	521	Gulim	기본목록
1.2	675	521	Gulim	기본목록
1.2	182	521	Gulim	이동목적
1.2	260	521	Gulim	의뢰서구분
1.2	283	522	Gulim	의뢰서구분
1.2	242	522	Gulim	의뢰서구분
1.2	675	522	Gulim	세부목록
1.2	260	525	Gulim	기본목록
1.2	242	526	Gulim	기본목록
1.2	303	527	Gulim	의뢰서구분
1.2	260	527	Gulim	처리상태
1.2	476	529	Gulim	기본목록
1.2	422	529	Gulim	기본목록
1.2	476	530	Gulim	세부목록
1.2	303	531	Gulim	기본목록
1.2	459	531	Gulim	기본목록
1.2	303	533	Gulim	처리상태
1.2	847	533	Gulim	일련번호
1.2	260	533	Gulim	최종수정일시
1.2	847	538	Gulim	등록일자
1.2	303	539	Gulim	최종수정일시
1.2	283	543	Gulim	서고배치형태
1.2	115	544	Gulim	기록물철일련번호
1.2	675	545	Gulim	기본목록
1.2	115	546	Gulim	기록물건일련번호
1.2	261	546	Gulim	의뢰서구분
1.2	675	547	Gulim	세부목록
1.2	675	549	Gulim	조사코드
1.2	675	550	Gulim	조사항목코드
1.2	305	551	Gulim	의뢰서구분
1.2	425	553	Gulim	기본목록
1.2	478	555	Gulim	기본목록
1.2	478	557	Gulim	세부목록
1.2	1063	557	Gulim	기본목록
1.2	655	559	Gulim	기본목록
1.2	326	562	Gulim	의뢰서구분
1.2	655	564	Gulim	조사코드
1.2	760	565	Gulim	처리서번호
1.2	655	565	Gulim	조사항목코드
1.2	760	566	Gulim	처리항목
1.2	261	567	Gulim	서고배치형태
1.2	1063	570	Gulim	기록물철
1.2	1063	572	Gulim	기록물건
1.2	306	577	Gulim	의뢰서구분
1.2	438	582	Gulim	기본목록
1.2	283	583	Gulim	의뢰서구분
1.2	421	584	Gulim	기본목록
1.2	675	592	Gulim	보존조치유형
1.2	307	598	Gulim	의뢰서구분
1.2	267	664	Gulim	관계기관코드
1.2	427	667	Gulim	보존시설
1.2	427	668	Gulim	의뢰서구분
1.2	433	668	Gulim	처리
1.2	436	668	Gulim	반출
1.2	439	668	Gulim	반입
1.2	427	669	Gulim	의뢰서번호
1.2	245	670	Gulim	관계기관코드
1.2	427	670	Gulim	스케줄링일련번호
1.2	218	671	Gulim	관계기관코드
1.2	427	672	Gulim	매체등록일련번호
1.2	797	689	Gulim	사용자
1.2	697	690	Gulim	사용자
1.2	626	699	Gulim	기본목록
1.2	983	714	Gulim	표준분야코드
1.2	324	724	Gulim	사용자
1.2	324	725	Gulim	전거레코드
1.2	324	727	Gulim	세부유형코드
1.2	700	730	Gulim	사용자
1.2	116	735	Gulim	매체수록오류코드
1.2	683	738	Gulim	사용자
1.2	643	764	Gulim	표준순번
1.2	623	766	Gulim	접수일련번호
1.2	499	791	Gulim	유형별청구정보
1.2	508	791	Gulim	통계용
1.2	522	791	Gulim	정보공개청구서
1.2	530	791	Gulim	통계용
1.2	1051	792	Gulim	표준순번
1.2	500	793	Gulim	유형별청구일련번호
1.2	522	793	Gulim	정보공개청구서일련번호
1.2	500	795	Gulim	유형구분
1.2	522	795	Gulim	열람시설구분
1.2	751	796	Gulim	관리번호
1.2	500	796	Gulim	내용별
1.2	522	796	Gulim	접수구분
1.2	500	798	Gulim	내용별상세
1.2	522	798	Gulim	접수번호
1.2	500	799	Gulim	결정구분
1.2	522	799	Gulim	이름
1.2	500	800	Gulim	비공개사유
1.2	522	800	Gulim	공개형태
1.2	500	801	Gulim	유형별청구건수
1.2	522	801	Gulim	수령방법
1.2	500	803	Gulim	유형별청구매수
1.2	522	803	Gulim	결제요청금액
1.2	500	804	Gulim	정보공개청구서일련번호
1.2	522	804	Gulim	등록자아이디
1.2	500	805	Gulim	최초등록자
1.2	522	805	Gulim	등록자이름
1.2	500	806	Gulim	최초등록일시
1.2	522	806	Gulim	등록일시
1.2	500	808	Gulim	최종수정자
1.2	522	808	Gulim	공개일자
1.2	500	809	Gulim	최종수정일시
1.2	522	809	Gulim	접수일자
1.2	522	810	Gulim	청구방법
1.2	522	811	Gulim	결정통지일
1.2	582	812	Gulim	장기보존매체관리번호
1.2	522	813	Gulim	청구내용
1.2	582	813	Gulim	정수점검일자
1.2	522	814	Gulim	비고
1.2	522	815	Gulim	결정구분
1.2	522	816	Gulim	비공개사유
1.2	522	820	Gulim	대량열람특이사항내용
1.2	522	821	Gulim	요청기관및사유
1.2	522	823	Gulim	최초등록자
1.2	522	824	Gulim	최초등록일시
1.2	522	825	Gulim	최종수정자
1.2	522	826	Gulim	최종수정일시
